image,label,stage
train/001ddeda193f5789.jpg,train/label/001ddeda193f5789.txt,train
train/001ea9b9fe75f609.jpg,train/label/001ea9b9fe75f609.txt,train
train/001ee3a82aca555c.jpg,train/label/001ee3a82aca555c.txt,train
train/001f8c87ce342d78.jpg,train/label/001f8c87ce342d78.txt,train
train/001fba4728544c2e.jpg,train/label/001fba4728544c2e.txt,train
train/0020bc538a9e689c.jpg,train/label/0020bc538a9e689c.txt,train
train/0021804a9f9d5db6.jpg,train/label/0021804a9f9d5db6.txt,train
train/0021af0b921af690.jpg,train/label/0021af0b921af690.txt,train
train/00224280c029ddbb.jpg,train/label/00224280c029ddbb.txt,train
train/0022c71c13d0edc6.jpg,train/label/0022c71c13d0edc6.txt,train
train/0022fdfc1880d432.jpg,train/label/0022fdfc1880d432.txt,train
train/00234c09cb4fa8e3.jpg,train/label/00234c09cb4fa8e3.txt,train
train/0023d0908e76c600.jpg,train/label/0023d0908e76c600.txt,train
train/0023f6548005edf9.jpg,train/label/0023f6548005edf9.txt,train
train/0023fd56829240de.jpg,train/label/0023fd56829240de.txt,train
train/0024faa5a22d92a3.jpg,train/label/0024faa5a22d92a3.txt,train
train/002519da8075cd9b.jpg,train/label/002519da8075cd9b.txt,train
train/002519f868563098.jpg,train/label/002519f868563098.txt,train
train/002521102ecfac4c.jpg,train/label/002521102ecfac4c.txt,train
train/0025288e6192dc18.jpg,train/label/0025288e6192dc18.txt,train
train/002635f5f3dfd5b9.jpg,train/label/002635f5f3dfd5b9.txt,train
train/00268794e47eba14.jpg,train/label/00268794e47eba14.txt,train
train/0026c246d5c33bea.jpg,train/label/0026c246d5c33bea.txt,train
train/002721a3fbfb51e1.jpg,train/label/002721a3fbfb51e1.txt,train
train/00272dd158c0663a.jpg,train/label/00272dd158c0663a.txt,train
train/002901d9d194c4fb.jpg,train/label/002901d9d194c4fb.txt,train
train/00293842c1405567.jpg,train/label/00293842c1405567.txt,train
train/00296b0c54457743.jpg,train/label/00296b0c54457743.txt,train
train/0029cb5bf907f89e.jpg,train/label/0029cb5bf907f89e.txt,train
train/002aeab534f0007a.jpg,train/label/002aeab534f0007a.txt,train
train/002b11030ee89858.jpg,train/label/002b11030ee89858.txt,train
train/002c48dd05cc3b85.jpg,train/label/002c48dd05cc3b85.txt,train
train/002cff1919a39fe7.jpg,train/label/002cff1919a39fe7.txt,train
train/002d099996f3f443.jpg,train/label/002d099996f3f443.txt,train
train/002d8e9b02252a4c.jpg,train/label/002d8e9b02252a4c.txt,train
train/002da67552d7e708.jpg,train/label/002da67552d7e708.txt,train
train/002dab7b4f062545.jpg,train/label/002dab7b4f062545.txt,train
train/002e3bd6fea3828a.jpg,train/label/002e3bd6fea3828a.txt,train
train/002ed4b2e22b51e6.jpg,train/label/002ed4b2e22b51e6.txt,train
train/002f860e692757f7.jpg,train/label/002f860e692757f7.txt,train
train/002fb1f61fef25de.jpg,train/label/002fb1f61fef25de.txt,train
train/002fbf2de58da8b5.jpg,train/label/002fbf2de58da8b5.txt,train
train/0030164dc0dba5d9.jpg,train/label/0030164dc0dba5d9.txt,train
train/00310d0abf32cc01.jpg,train/label/00310d0abf32cc01.txt,train
train/00320a4009f3dcd1.jpg,train/label/00320a4009f3dcd1.txt,train
train/00347f583cd63d8f.jpg,train/label/00347f583cd63d8f.txt,train
train/003551f1525e49af.jpg,train/label/003551f1525e49af.txt,train
train/00366a52eec2943d.jpg,train/label/00366a52eec2943d.txt,train
train/0036a90ea259b276.jpg,train/label/0036a90ea259b276.txt,train
train/0036c37619289b0c.jpg,train/label/0036c37619289b0c.txt,train
train/0038a5ed2982f625.jpg,train/label/0038a5ed2982f625.txt,train
train/0039ac4bfb8bd69d.jpg,train/label/0039ac4bfb8bd69d.txt,train
train/003a9e99a2753141.jpg,train/label/003a9e99a2753141.txt,train
train/003c79998bb42640.jpg,train/label/003c79998bb42640.txt,train
train/003cd2790a0978ef.jpg,train/label/003cd2790a0978ef.txt,train
train/003df8cf2effae50.jpg,train/label/003df8cf2effae50.txt,train
train/003ec24d3f38f5a3.jpg,train/label/003ec24d3f38f5a3.txt,train
train/003ed92b6eb43e1b.jpg,train/label/003ed92b6eb43e1b.txt,train
train/003f2728d2f8847e.jpg,train/label/003f2728d2f8847e.txt,train
train/00403b390556e56d.jpg,train/label/00403b390556e56d.txt,train
train/0040699926269c72.jpg,train/label/0040699926269c72.txt,train
train/0040be4d13e468e3.jpg,train/label/0040be4d13e468e3.txt,train
train/00438dad193f0c28.jpg,train/label/00438dad193f0c28.txt,train
train/0043cd2a3de997a5.jpg,train/label/0043cd2a3de997a5.txt,train
train/0043ea91600e3cb8.jpg,train/label/0043ea91600e3cb8.txt,train
train/0044141d3732acc5.jpg,train/label/0044141d3732acc5.txt,train
train/0044535b6c092973.jpg,train/label/0044535b6c092973.txt,train
train/0045d88407bab692.jpg,train/label/0045d88407bab692.txt,train
train/0046022a3de49481.jpg,train/label/0046022a3de49481.txt,train
train/00465a3f459800fc.jpg,train/label/00465a3f459800fc.txt,train
train/004676114a592ae3.jpg,train/label/004676114a592ae3.txt,train
train/0046b8cc5e3c87ca.jpg,train/label/0046b8cc5e3c87ca.txt,train
train/004731d03f8d6764.jpg,train/label/004731d03f8d6764.txt,train
train/0047e24c172a6d0e.jpg,train/label/0047e24c172a6d0e.txt,train
train/004846b7de6995f2.jpg,train/label/004846b7de6995f2.txt,train
train/00492e9dbaf3c2a1.jpg,train/label/00492e9dbaf3c2a1.txt,train
train/00493f6c61b373d3.jpg,train/label/00493f6c61b373d3.txt,train
train/00494d0811b9e652.jpg,train/label/00494d0811b9e652.txt,train
train/0049ed70c1b2d480.jpg,train/label/0049ed70c1b2d480.txt,train
train/004abd1e49165b1c.jpg,train/label/004abd1e49165b1c.txt,train
train/004ad4929992ac10.jpg,train/label/004ad4929992ac10.txt,train
train/004aebeb3dea697a.jpg,train/label/004aebeb3dea697a.txt,train
train/004b1e697e3ffdf9.jpg,train/label/004b1e697e3ffdf9.txt,train
train/004b3dccdc129f53.jpg,train/label/004b3dccdc129f53.txt,train
train/004be6e7ea1c7ff8.jpg,train/label/004be6e7ea1c7ff8.txt,train
train/004c1c2b94414d04.jpg,train/label/004c1c2b94414d04.txt,train
train/004ce6e46f66a306.jpg,train/label/004ce6e46f66a306.txt,train
train/004e03d45963728e.jpg,train/label/004e03d45963728e.txt,train
train/004e1464d275c6c9.jpg,train/label/004e1464d275c6c9.txt,train
train/004e26b41de45ed0.jpg,train/label/004e26b41de45ed0.txt,train
train/004e5085b8127281.jpg,train/label/004e5085b8127281.txt,train
train/004f138ad0d084ae.jpg,train/label/004f138ad0d084ae.txt,train
train/004f297994c65d21.jpg,train/label/004f297994c65d21.txt,train
train/004f62edd382ccb8.jpg,train/label/004f62edd382ccb8.txt,train
train/004fddebf0ac943c.jpg,train/label/004fddebf0ac943c.txt,train
train/00529df801a3e15a.jpg,train/label/00529df801a3e15a.txt,train
train/005415b295122795.jpg,train/label/005415b295122795.txt,train
train/00541a1a33358591.jpg,train/label/00541a1a33358591.txt,train
train/0055bdcd0c2965ca.jpg,train/label/0055bdcd0c2965ca.txt,train
train/005706e3eb3d276f.jpg,train/label/005706e3eb3d276f.txt,train
train/0058af43e819c7a7.jpg,train/label/0058af43e819c7a7.txt,train
train/0058bbcd8f6c9572.jpg,train/label/0058bbcd8f6c9572.txt,train
train/005932632ad92371.jpg,train/label/005932632ad92371.txt,train
train/005a899ef30efc10.jpg,train/label/005a899ef30efc10.txt,train
train/005ad31ca74e2368.jpg,train/label/005ad31ca74e2368.txt,train
train/005ced5a9813fb0f.jpg,train/label/005ced5a9813fb0f.txt,train
train/005e1faed531ae7e.jpg,train/label/005e1faed531ae7e.txt,train
train/005eb6e2010fa7aa.jpg,train/label/005eb6e2010fa7aa.txt,train
train/005fc52f26ddbee5.jpg,train/label/005fc52f26ddbee5.txt,train
train/006017783a8beb66.jpg,train/label/006017783a8beb66.txt,train
train/0060cbb195b0d3e7.jpg,train/label/0060cbb195b0d3e7.txt,train
train/0061db4fbe34adad.jpg,train/label/0061db4fbe34adad.txt,train
train/0063cc2c5f7d82ed.jpg,train/label/0063cc2c5f7d82ed.txt,train
train/0063e0bcd8c298b8.jpg,train/label/0063e0bcd8c298b8.txt,train
train/0063e41b53567829.jpg,train/label/0063e41b53567829.txt,train
train/00645618375350cf.jpg,train/label/00645618375350cf.txt,train
train/00645786ddf27788.jpg,train/label/00645786ddf27788.txt,train
train/0068633242ebb5da.jpg,train/label/0068633242ebb5da.txt,train
train/00687364c5c2f57e.jpg,train/label/00687364c5c2f57e.txt,train
train/00688fac1cc21869.jpg,train/label/00688fac1cc21869.txt,train
train/0069bac022daedf4.jpg,train/label/0069bac022daedf4.txt,train
train/0069ea8b00e4a8d7.jpg,train/label/0069ea8b00e4a8d7.txt,train
train/006a2f13b5b16c64.jpg,train/label/006a2f13b5b16c64.txt,train
train/006a36d1a48eae69.jpg,train/label/006a36d1a48eae69.txt,train
train/006b6bdec2e7240b.jpg,train/label/006b6bdec2e7240b.txt,train
train/006f44b210255845.jpg,train/label/006f44b210255845.txt,train
train/006f475cab1d9b8a.jpg,train/label/006f475cab1d9b8a.txt,train
train/0071cc12dfe35d22.jpg,train/label/0071cc12dfe35d22.txt,train
train/0072089fc56ab904.jpg,train/label/0072089fc56ab904.txt,train
train/0072870f87cb938b.jpg,train/label/0072870f87cb938b.txt,train
train/0072c81809385f00.jpg,train/label/0072c81809385f00.txt,train
train/0073c6274e24e7d2.jpg,train/label/0073c6274e24e7d2.txt,train
train/00749e86d631cba0.jpg,train/label/00749e86d631cba0.txt,train
train/00751332f75e12d2.jpg,train/label/00751332f75e12d2.txt,train
train/00777823afff31f7.jpg,train/label/00777823afff31f7.txt,train
train/0078c17e77d27ccd.jpg,train/label/0078c17e77d27ccd.txt,train
train/007909bbfb014a75.jpg,train/label/007909bbfb014a75.txt,train
train/007d8de02b273320.jpg,train/label/007d8de02b273320.txt,train
train/007dd9372c1d4088.jpg,train/label/007dd9372c1d4088.txt,train
train/007de6281e56f29e.jpg,train/label/007de6281e56f29e.txt,train
train/0080f94f60085954.jpg,train/label/0080f94f60085954.txt,train
train/008151a07dd92673.jpg,train/label/008151a07dd92673.txt,train
train/00831662d2ba731a.jpg,train/label/00831662d2ba731a.txt,train
train/0083caf6f97b3d97.jpg,train/label/0083caf6f97b3d97.txt,train
train/0083e919337aebb0.jpg,train/label/0083e919337aebb0.txt,train
train/0085d23a897ccf09.jpg,train/label/0085d23a897ccf09.txt,train
train/00868a00547307b0.jpg,train/label/00868a00547307b0.txt,train
train/0086dd033b9e103f.jpg,train/label/0086dd033b9e103f.txt,train
train/0087025a394a1aaf.jpg,train/label/0087025a394a1aaf.txt,train
train/0087ec3760c76b6e.jpg,train/label/0087ec3760c76b6e.txt,train
train/0088be963439e57d.jpg,train/label/0088be963439e57d.txt,train
train/008bdc415cf03465.jpg,train/label/008bdc415cf03465.txt,train
train/008dc0f803c8fce4.jpg,train/label/008dc0f803c8fce4.txt,train
train/008e36586cdc076a.jpg,train/label/008e36586cdc076a.txt,train
train/008e36a5a0623445.jpg,train/label/008e36a5a0623445.txt,train
train/008e92ff98f6f209.jpg,train/label/008e92ff98f6f209.txt,train
train/008e95a340972b70.jpg,train/label/008e95a340972b70.txt,train
train/008ed4d097afc230.jpg,train/label/008ed4d097afc230.txt,train
train/008ed85b989a36ec.jpg,train/label/008ed85b989a36ec.txt,train
train/008ef273a5330af0.jpg,train/label/008ef273a5330af0.txt,train
train/0090a11fa8b2b69d.jpg,train/label/0090a11fa8b2b69d.txt,train
train/0091dc7c6913fcb6.jpg,train/label/0091dc7c6913fcb6.txt,train
train/0092a20b63799744.jpg,train/label/0092a20b63799744.txt,train
train/0095be9b0802e73a.jpg,train/label/0095be9b0802e73a.txt,train
train/0096c858c3b3272f.jpg,train/label/0096c858c3b3272f.txt,train
train/00970631ad5d197c.jpg,train/label/00970631ad5d197c.txt,train
train/009824ffd4586a33.jpg,train/label/009824ffd4586a33.txt,train
train/009994d5c5cb5a2b.jpg,train/label/009994d5c5cb5a2b.txt,train
train/009aed65c0260a04.jpg,train/label/009aed65c0260a04.txt,train
train/009b067a652d7d79.jpg,train/label/009b067a652d7d79.txt,train
train/009ba8a9ede3880f.jpg,train/label/009ba8a9ede3880f.txt,train
train/009d23e04f2fccd8.jpg,train/label/009d23e04f2fccd8.txt,train
train/009e39d92b51755f.jpg,train/label/009e39d92b51755f.txt,train
train/009fcce3b5493593.jpg,train/label/009fcce3b5493593.txt,train
train/00a04117c2d19ac1.jpg,train/label/00a04117c2d19ac1.txt,train
train/00a09b822d470896.jpg,train/label/00a09b822d470896.txt,train
train/00a144adf6f339d7.jpg,train/label/00a144adf6f339d7.txt,train
train/00a209837c2bbec5.jpg,train/label/00a209837c2bbec5.txt,train
train/00a30d774a4f2258.jpg,train/label/00a30d774a4f2258.txt,train
train/00a42fc158bbdc03.jpg,train/label/00a42fc158bbdc03.txt,train
train/00a4decd12ae97b9.jpg,train/label/00a4decd12ae97b9.txt,train
train/00a56327032571c8.jpg,train/label/00a56327032571c8.txt,train
train/00a601c5da2603d2.jpg,train/label/00a601c5da2603d2.txt,train
train/00a70516d3849f03.jpg,train/label/00a70516d3849f03.txt,train
train/00a7d31c6cc6b7f3.jpg,train/label/00a7d31c6cc6b7f3.txt,train
train/00a8d9ab7c3b9c0e.jpg,train/label/00a8d9ab7c3b9c0e.txt,train
train/00a966a52072eaf0.jpg,train/label/00a966a52072eaf0.txt,train
train/00aad83907a19beb.jpg,train/label/00aad83907a19beb.txt,train
train/00abf276002161e1.jpg,train/label/00abf276002161e1.txt,train
train/00acedaea77ea9af.jpg,train/label/00acedaea77ea9af.txt,train
train/00ae221519d850b2.jpg,train/label/00ae221519d850b2.txt,train
train/00afe7db4069f05d.jpg,train/label/00afe7db4069f05d.txt,train
train/00b1884d72d57a22.jpg,train/label/00b1884d72d57a22.txt,train
train/00b1eb629cde980e.jpg,train/label/00b1eb629cde980e.txt,train
train/00b3070326758cf5.jpg,train/label/00b3070326758cf5.txt,train
train/00b3d79b3d9e6c9c.jpg,train/label/00b3d79b3d9e6c9c.txt,train
train/00b4831b8f1408e6.jpg,train/label/00b4831b8f1408e6.txt,train
train/00b4d07f7be89f98.jpg,train/label/00b4d07f7be89f98.txt,train
train/00b6f96c840767fa.jpg,train/label/00b6f96c840767fa.txt,train
train/00b9567ed8027116.jpg,train/label/00b9567ed8027116.txt,train
train/00b98420922097e3.jpg,train/label/00b98420922097e3.txt,train
train/00bb747318114fd8.jpg,train/label/00bb747318114fd8.txt,train
train/00bd4ecb67753232.jpg,train/label/00bd4ecb67753232.txt,train
train/00be435f1f010bcc.jpg,train/label/00be435f1f010bcc.txt,train
train/00bf3355e15e694f.jpg,train/label/00bf3355e15e694f.txt,train
train/00bf953bf7ac8085.jpg,train/label/00bf953bf7ac8085.txt,train
train/00bffc29492dbc26.jpg,train/label/00bffc29492dbc26.txt,train
train/00c098c7959397c3.jpg,train/label/00c098c7959397c3.txt,train
train/00c09e63c45b4752.jpg,train/label/00c09e63c45b4752.txt,train
train/00c0e508d6ad8af3.jpg,train/label/00c0e508d6ad8af3.txt,train
train/00c168620566eaa3.jpg,train/label/00c168620566eaa3.txt,train
train/00c20f0db8cab880.jpg,train/label/00c20f0db8cab880.txt,train
train/00c24466fc51acf9.jpg,train/label/00c24466fc51acf9.txt,train
train/00c2929014c0dddd.jpg,train/label/00c2929014c0dddd.txt,train
train/00c3642bc01c173f.jpg,train/label/00c3642bc01c173f.txt,train
train/00c3fb728099e272.jpg,train/label/00c3fb728099e272.txt,train
train/00c4bdadc1797f8e.jpg,train/label/00c4bdadc1797f8e.txt,train
train/00c82d64185293a7.jpg,train/label/00c82d64185293a7.txt,train
train/00c96e0e060aeb2f.jpg,train/label/00c96e0e060aeb2f.txt,train
train/00c9f3f8e860c48f.jpg,train/label/00c9f3f8e860c48f.txt,train
train/00ca4b949dd426f8.jpg,train/label/00ca4b949dd426f8.txt,train
train/00cac7ea145fc734.jpg,train/label/00cac7ea145fc734.txt,train
train/00cacc08df00dec6.jpg,train/label/00cacc08df00dec6.txt,train
train/00cb8dccb5cb1f59.jpg,train/label/00cb8dccb5cb1f59.txt,train
train/00cc0b94078e0282.jpg,train/label/00cc0b94078e0282.txt,train
train/00ce7ae0c3c740b5.jpg,train/label/00ce7ae0c3c740b5.txt,train
train/00ceeec7002bace0.jpg,train/label/00ceeec7002bace0.txt,train
train/00cfc8eee9f42dcb.jpg,train/label/00cfc8eee9f42dcb.txt,train
train/00d03a35f54e8386.jpg,train/label/00d03a35f54e8386.txt,train
train/00d087736d290d66.jpg,train/label/00d087736d290d66.txt,train
train/00d0c3e342d41462.jpg,train/label/00d0c3e342d41462.txt,train
train/00d17e785bbf2ca1.jpg,train/label/00d17e785bbf2ca1.txt,train
train/00d1a3fa14b9c5e1.jpg,train/label/00d1a3fa14b9c5e1.txt,train
train/00d202cef5442753.jpg,train/label/00d202cef5442753.txt,train
train/00d366b6a4bf4e15.jpg,train/label/00d366b6a4bf4e15.txt,train
train/00d418220e8f6749.jpg,train/label/00d418220e8f6749.txt,train
train/00d5963c8f8e5381.jpg,train/label/00d5963c8f8e5381.txt,train
train/00d763761e47f723.jpg,train/label/00d763761e47f723.txt,train
train/00d90448dcea9140.jpg,train/label/00d90448dcea9140.txt,train
train/00d9a751d73ee232.jpg,train/label/00d9a751d73ee232.txt,train
train/00d9db3d2c186504.jpg,train/label/00d9db3d2c186504.txt,train
train/00de3f61ae8d1ed0.jpg,train/label/00de3f61ae8d1ed0.txt,train
train/00dea1edf14f09ab.jpg,train/label/00dea1edf14f09ab.txt,train
train/00e10a097af9f0d8.jpg,train/label/00e10a097af9f0d8.txt,train
train/00e1dee010109e09.jpg,train/label/00e1dee010109e09.txt,train
train/00e1f5c75a965668.jpg,train/label/00e1f5c75a965668.txt,train
train/00e481ea1a520175.jpg,train/label/00e481ea1a520175.txt,train
train/00e4838239232d6e.jpg,train/label/00e4838239232d6e.txt,train
train/00e4cd60e84c0463.jpg,train/label/00e4cd60e84c0463.txt,train
train/00e847daf21b5eff.jpg,train/label/00e847daf21b5eff.txt,train
train/00e8e5e79255536f.jpg,train/label/00e8e5e79255536f.txt,train
train/00eb06ce368a9b9b.jpg,train/label/00eb06ce368a9b9b.txt,train
train/00edd52b1922df7b.jpg,train/label/00edd52b1922df7b.txt,train
train/00eed222dd2f6033.jpg,train/label/00eed222dd2f6033.txt,train
train/00ef407e5b2ef618.jpg,train/label/00ef407e5b2ef618.txt,train
train/00f04d8a2225b873.jpg,train/label/00f04d8a2225b873.txt,train
train/00f0d74e7540068b.jpg,train/label/00f0d74e7540068b.txt,train
train/00f2172c2772b8fc.jpg,train/label/00f2172c2772b8fc.txt,train
train/00f220d92e7681e7.jpg,train/label/00f220d92e7681e7.txt,train
train/00f259fc130cbcc5.jpg,train/label/00f259fc130cbcc5.txt,train
train/00f6dc38eb6d9ff4.jpg,train/label/00f6dc38eb6d9ff4.txt,train
train/00f7148b7f9da4c0.jpg,train/label/00f7148b7f9da4c0.txt,train
train/00f7e34cb220ddbc.jpg,train/label/00f7e34cb220ddbc.txt,train
train/00f8eb771370fabc.jpg,train/label/00f8eb771370fabc.txt,train
train/00f964619cc0aad1.jpg,train/label/00f964619cc0aad1.txt,train
train/00fa76c526643833.jpg,train/label/00fa76c526643833.txt,train
train/00fb62be50bc2353.jpg,train/label/00fb62be50bc2353.txt,train
train/00fbe21f9e1b79de.jpg,train/label/00fbe21f9e1b79de.txt,train
train/00fcbd3655308c27.jpg,train/label/00fcbd3655308c27.txt,train
train/00fce9f060ba3884.jpg,train/label/00fce9f060ba3884.txt,train
train/00fd1096ba77710e.jpg,train/label/00fd1096ba77710e.txt,train
train/00fedf6008a8f933.jpg,train/label/00fedf6008a8f933.txt,train
train/00ff10580fd2c0a3.jpg,train/label/00ff10580fd2c0a3.txt,train
train/00ffdcf6ab380e3f.jpg,train/label/00ffdcf6ab380e3f.txt,train
train/01005e15c5db91a2.jpg,train/label/01005e15c5db91a2.txt,train
train/01035d3c50084381.jpg,train/label/01035d3c50084381.txt,train
train/01038acc500b9fc8.jpg,train/label/01038acc500b9fc8.txt,train
train/01074445420897a5.jpg,train/label/01074445420897a5.txt,train
train/0107a14229d0ad1a.jpg,train/label/0107a14229d0ad1a.txt,train
train/010a0c44af2d077e.jpg,train/label/010a0c44af2d077e.txt,train
train/010aac0ac6573333.jpg,train/label/010aac0ac6573333.txt,train
train/010abd2fab4f5949.jpg,train/label/010abd2fab4f5949.txt,train
train/010c02e024d29b05.jpg,train/label/010c02e024d29b05.txt,train
train/010d317a358bc6be.jpg,train/label/010d317a358bc6be.txt,train
train/010ea8f894a4c838.jpg,train/label/010ea8f894a4c838.txt,train
train/01121f7b33853547.jpg,train/label/01121f7b33853547.txt,train
train/0112996eca2a29e7.jpg,train/label/0112996eca2a29e7.txt,train
train/0112d7f151517f35.jpg,train/label/0112d7f151517f35.txt,train
train/0112fff372a9199f.jpg,train/label/0112fff372a9199f.txt,train
train/011313e10dcd6d12.jpg,train/label/011313e10dcd6d12.txt,train
train/0116dcb302273101.jpg,train/label/0116dcb302273101.txt,train
train/01178cc7592926a9.jpg,train/label/01178cc7592926a9.txt,train
train/0119721c4b581529.jpg,train/label/0119721c4b581529.txt,train
train/0119c232dddc018c.jpg,train/label/0119c232dddc018c.txt,train
train/011b61f12b88d1cc.jpg,train/label/011b61f12b88d1cc.txt,train
train/011cdff6181747e6.jpg,train/label/011cdff6181747e6.txt,train
train/012018302261aef7.jpg,train/label/012018302261aef7.txt,train
train/0120712ddbf37c81.jpg,train/label/0120712ddbf37c81.txt,train
train/0121e99197f8885d.jpg,train/label/0121e99197f8885d.txt,train
train/0121e9fe75c930d2.jpg,train/label/0121e9fe75c930d2.txt,train
train/01226892fe46adee.jpg,train/label/01226892fe46adee.txt,train
train/012271965a163e18.jpg,train/label/012271965a163e18.txt,train
train/01239842bd39df18.jpg,train/label/01239842bd39df18.txt,train
train/0123f836ce94678a.jpg,train/label/0123f836ce94678a.txt,train
train/0125334384692058.jpg,train/label/0125334384692058.txt,train
train/012539b69e43b411.jpg,train/label/012539b69e43b411.txt,train
train/012705f00d27f8fa.jpg,train/label/012705f00d27f8fa.txt,train
train/01284c3191f2da9c.jpg,train/label/01284c3191f2da9c.txt,train
train/012858674b02d06a.jpg,train/label/012858674b02d06a.txt,train
train/012e29713bbc855f.jpg,train/label/012e29713bbc855f.txt,train
train/012ee3701bb7582c.jpg,train/label/012ee3701bb7582c.txt,train
train/012fe9eedd94d1f1.jpg,train/label/012fe9eedd94d1f1.txt,train
train/0136f2fee5aa51aa.jpg,train/label/0136f2fee5aa51aa.txt,train
train/0137f744e31ab3ff.jpg,train/label/0137f744e31ab3ff.txt,train
train/013d1f1e520e0671.jpg,train/label/013d1f1e520e0671.txt,train
train/013d848121bb1717.jpg,train/label/013d848121bb1717.txt,train
train/013e65e838940713.jpg,train/label/013e65e838940713.txt,train
train/013efe6bf282c0a6.jpg,train/label/013efe6bf282c0a6.txt,train
train/0143bda2cbfdd1fb.jpg,train/label/0143bda2cbfdd1fb.txt,train
train/01445148d9c0b5c2.jpg,train/label/01445148d9c0b5c2.txt,train
train/01452e77f9270861.jpg,train/label/01452e77f9270861.txt,train
train/0145644b6378f2ea.jpg,train/label/0145644b6378f2ea.txt,train
train/01476bf07a995d50.jpg,train/label/01476bf07a995d50.txt,train
